fips,year,cover_crop_acres,acres_operated
54037,2017,3884,66965
54039,2012,43,23675
54039,2017,32,26009
54041,2012,103,99974
54041,2017,227,82460
54043,2012,87,23879
54043,2017,19,25657
54045,2012,(D),928
54045,2017,NA,831
54047,2012,(D),163
54047,2017,NA,1041
54049,2012,54,51551
54049,2017,128,53355
54051,2012,216,76013
54051,2017,114,85966
54053,2012,1080,124733
54053,2017,3684,138812
54055,2012,54,53142
54055,2017,161,51791
54057,2012,462,99005
54057,2017,344,76184
54059,2012,0,2362
54059,2017,(D),2030
54061,2012,267,62089
54061,2017,122,57989
54063,2012,613,145001
54063,2017,902,144630
54065,2012,462,16850
54065,2017,306,18386
54067,2012,11,45521
54067,2017,40,58093
54069,2012,218,23510
54069,2017,496,30079
54071,2012,643,176125
54071,2017,1001,170120
54073,2012,14,23860
54073,2017,94,21498
54075,2012,492,131340
54075,2017,332,118464
54077,2012,517,142941
54077,2017,661,160704
54079,2012,105,51682
54079,2017,353,60001
54081,2012,125,44032
54081,2017,197,36864
54083,2012,89,97546
54083,2017,48,94151
54085,2012,24,97500
54085,2017,197,88778
54087,2012,71,113028
54087,2017,176,110868
54089,2012,277,54633
54089,2017,427,57962
54091,2012,0,45717
54091,2017,19,49114
54093,2012,84,26440
54093,2017,5,33957
54095,2012,20,55619
54095,2017,188,48206
54097,2012,29,61066
54097,2017,137,68451
54099,2012,48,38528
54099,2017,80,30220
54101,2012,8,10469
54101,2017,87,7928
54103,2012,43,41324
54103,2017,67,38103
54105,2012,52,41437
54105,2017,35,38011
54107,2012,286,89959
54107,2017,218,87848
54109,2012,0,1454
54109,2017,(D),2969
55001,2012,27836,117206
55001,2017,33858,118393
55003,2012,221,52428
55003,2017,1128,45815
55005,2012,7669,305604
55005,2017,9907,309750
55007,2012,884,81041
55007,2017,815,71824
55009,2012,6517,192007
55009,2017,15559,181197
55011,2012,6275,293130
55011,2017,9924,305302
55013,2012,1349,89237
55013,2017,2037,83608
55015,2012,6633,153858
55015,2017,12214,142374
55017,2012,9536,356176
55017,2017,10791,384621
55019,2012,14788,451035
55019,2017,14484,458221
55021,2012,8109,304058
55021,2017,7142,307973
55023,2012,3627,210550
55023,2017,4362,216584
55025,2012,13390,506688
55025,2017,11940,504420
55027,2012,12059,405992
55027,2017,15797,402041
55029,2012,3079,114508
55029,2017,3196,131955
55031,2012,129,69759
55031,2017,188,70578
55033,2012,19358,348301
55033,2017,30287,372259
55035,2012,6154,172256
55035,2017,12252,203705
55037,2012,208,18609
55037,2017,85,13392
55039,2012,17785,317371
55039,2017,17923,315553
55041,2012,238,38084
55041,2017,1466,30258
55043,2012,19968,600324
55043,2017,18946,587587
55045,2012,11931,292368
55045,2017,11930,302295
55047,2012,9597,126751
55047,2017,9442,154595
55049,2012,11147,360134
55049,2017,12713,350813
55051,2012,(D),9200
55051,2017,(D),10207
55053,2012,4469,248342
55053,2017,5469,239936
55055,2012,9162,221355
55055,2017,8968,227901
55057,2012,7645,175417
55057,2017,5554,180039
55059,2012,1393,77782
55059,2017,2071,76632
55061,2012,7738,170405
55061,2017,11267,176735
55063,2012,3837,144334
55063,2017,5554,158718
55065,2012,16015,342518
55065,2017,12357,368501
55067,2012,6500,116386
55067,2017,6248,113881
55069,2012,1810,78293
55069,2017,1127,76844
55071,2012,8733,231609
55071,2017,10118,230735
55073,2012,17073,473147
55073,2017,17672,479045
55075,2012,4975,133068
55075,2017,1885,132074
55077,2012,3193,113183
55077,2017,9012,120185
55078,2012,0,(D)
55078,2017,NA,561
55079,2012,103,(D)
55079,2017,50,4563
55081,2012,8085,300659
55081,2017,6997,337895
55083,2012,5713,189898
55083,2017,3891,189389
55085,2012,(D),34670
55085,2017,1134,34926
55087,2012,12040,236963
55087,2017,13788,250748
55089,2012,2617,59299
55089,2017,2535,64987
55091,2012,4285,106881
55091,2017,6835,103604
55093,2012,8537,233188
55093,2017,14801,245974
55095,2012,4108,256114
55095,2017,7380,255917
55097,2012,54883,280410
55097,2017,54225,278673
55099,2012,3058,89203
55099,2017,1174,92295
55101,2012,860,127496
55101,2017,1146,109964
55103,2012,4530,220843
55103,2017,3970,227833
55105,2012,7365,353505
55105,2017,11856,353793
55107,2012,3327,136062
55107,2017,1516,133601
55109,2012,5409,279191
55109,2017,7835,267685
55111,2012,13434,298906
55111,2017,11377,332649
55113,2012,289,46009
55113,2017,373,43554
55115,2012,10120,247241
55115,2017,10349,261141
55117,2012,6507,195938
55117,2017,3489,190155
55119,2012,4033,225856
55119,2017,1688,217012
55121,2012,8003,329916
55121,2017,11458,323157
55123,2012,8695,337086
55123,2017,9880,345892
55125,2012,(D),5652
55125,2017,(D),6881
55127,2012,3721,192422
55127,2017,5952,187711
55129,2012,1285,73773
55129,2017,1270,87387
55131,2012,7917,126146
55131,2017,5889,133432
55133,2012,2968,97460
55133,2017,7787,92211
55135,2012,8471,201603
55135,2017,7971,215330
55137,2012,26144,135306
55137,2017,20813,145210
55139,2012,4092,162052
55139,2017,3736,155520
55141,2012,4876,220891
55141,2017,3693,222730
56001,2012,315,1406745
56001,2017,(D),1964445
56003,2012,1486,322241
56003,2017,2665,302555
56005,2012,5906,2901210
56005,2017,5267,2878017
56007,2012,(D),2811832
56007,2017,(D),2374154
56009,2012,1654,2593514
56009,2017,895,2447448
56011,2012,3804,1465641
56011,2017,5505,1586809
56013,2012,6421,1165154
56013,2017,3028,1710015
56015,2012,3776,1256099
56015,2017,3377,1370277
56017,2012,353,528123
56017,2017,563,517276
56019,2012,934,1974363
56019,2017,1301,2035591
56021,2012,7614,1629655
56021,2017,3399,1676034
56023,2012,1055,364892
56023,2017,1510,343798
56025,2012,1193,1933264
56025,2017,1839,1691017
56027,2012,638,1277446
56027,2017,(D),1358802
56029,2012,2160,929926
56029,2017,2447,813152
56031,2012,2430,1046754
56031,2017,2975,1224330
56033,2012,1418,1213820
56033,2017,765,1304838
56035,2012,68,546353
56035,2017,768,777516
56037,2012,1305,1370042
56037,2017,264,1665441
56039,2012,66,67649
56039,2017,303,40160
56041,2012,(D),656988
56041,2017,225,650246
56043,2012,795,316161
56043,2017,2606,341347
56045,2012,2654,1227012
56045,2017,233,1290373
